Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0016616~oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	3	2.4390243902439024	8.27534719821252E-4	LDHC, CTBP1, ADHFE1	93	8	16650	67.13709677419355	0.14271527474001366	0.15392145788675288	0.15392145788675288
GOTERM_BP_DIRECT	GO:0032728~positive regulation of interferon-beta production	3	2.4390243902439024	0.008363633183356426	TBK1, IFNAR1, TLR2	98	25	17535	21.47142857142857	0.9803689063000884	1.0	1.0
UP_KEYWORDS	Cytoplasm	24	19.51219512195122	0.011352310509206546	EIF5B, GSTM2, PDXK, HSP90AB1, ZHX3, EXOC8, CTBP1, LANCL1, ACTL7B, CCNDBP1, ASRGL1, IQCG, LDHC, FAM168B, HAX1, EPB41L1, UBC, NUP62, KRT25, DZIP1L, POC1B, NAA35, BLVRA, NUCB2	122	2410	20793	1.6972722944017413	0.768090182632525	1.0	1.0
GOTERM_BP_DIRECT	GO:0042110~T cell activation	3	2.4390243902439024	0.012688114550093369	TREML2, CD48, IFNAR1	98	31	17535	17.315668202764975	0.997461115772541	1.0	1.0
INTERPRO	IPR022078:CD99 antigen-like protein 2	2	1.6260162601626018	0.023319630712759075	LOC108348081, CD99	115	4	19384	84.27826086956522	0.9991571745884813	1.0	1.0
UP_KEYWORDS	Cell projection	7	5.691056910569105	0.024655498137185913	C4A, FAM168B, GLRA3, EXOC8, DZIP1L, POC1B, IQCG	122	383	20793	3.1149895133330476	0.959052335325607	1.0	1.0
UP_KEYWORDS	Coiled coil	24	19.51219512195122	0.027840153791750297	EIF5B, RBM17, VBP1, BECN2, CEP131, LOC102547811, IQCG, CCDC88B, PPFIBP1, FSD1L, LOC499584, TFDP2, LOC102546495, TRIM5, TNIP2, NUP62, KRT25, DZIP1L, POC1B, EXOC3, NUP58, NUCB2, RABL6, GBP3	122	2619	20793	1.5618275026759056	0.9730584281391012	1.0	1.0
GOTERM_BP_DIRECT	GO:0098609~cell-cell adhesion	5	4.0650406504065035	0.029667610276294366	PPFIBP1, HSP90AB1, EXOC3, UBAP2, BZW1	98	211	17535	4.240013540961408	0.9999992435028707	1.0	1.0
GOTERM_MF_DIRECT	GO:0008329~signaling pattern recognition receptor activity	2	1.6260162601626018	0.03270338475209813	TRIM5, TLR2	93	6	16650	59.67741935483871	0.9979389037825543	1.0	1.0
GOTERM_BP_DIRECT	GO:0034134~toll-like receptor 2 signaling pathway	2	1.6260162601626018	0.03273972534444397	TNIP2, TLR2	98	6	17535	59.64285714285713	0.9999998284903397	1.0	1.0
KEGG_PATHWAY	rno05134:Legionellosis	3	2.4390243902439024	0.033106156010884416	BCL2L13, CASP7, TLR2	40	57	7749	10.196052631578947	0.9618281566997656	1.0	1.0
GOTERM_MF_DIRECT	GO:0098641~cadherin binding involved in cell-cell adhesion	5	4.0650406504065035	0.03365390056197499	PPFIBP1, HSP90AB1, EXOC3, UBAP2, BZW1	93	220	16650	4.068914956011731	0.9982833497185457	1.0	1.0
GOTERM_BP_DIRECT	GO:0042306~regulation of protein import into nucleus	2	1.6260162601626018	0.038092240982952254	NUP62, NUP58	98	7	17535	51.12244897959184	0.9999999872225481	1.0	1.0
GOTERM_BP_DIRECT	GO:1904417~positive regulation of xenophagy	2	1.6260162601626018	0.038092240982952254	TBK1, TLR2	98	7	17535	51.12244897959184	0.9999999872225481	1.0	1.0
GOTERM_BP_DIRECT	GO:0051601~exocyst localization	2	1.6260162601626018	0.04870948475867282	EXOC8, EXOC3	98	9	17535	39.76190476190475	0.9999999999291137	1.0	1.0
KEGG_PATHWAY	rno03013:RNA transport	4	3.2520325203252036	0.04881682948416872	EIF5B, NUP62, RPP21, NUP58	40	164	7749	4.7250000000000005	0.9922084602859069	1.0	1.0
GOTERM_CC_DIRECT	GO:0002177~manchette	2	1.6260162601626018	0.05082294752446593	CEP131, IQCG	108	9	18520	38.10699588477366	0.9995322187392823	1.0	1.0
GOTERM_BP_DIRECT	GO:0043123~positive regulation of I-kappaB kinase/NF-kappaB signaling	4	3.2520325203252036	0.05304811174262679	TBK1, TRIM5, TNIP2, NUP62	98	153	17535	4.677871148459383	0.9999999999916542	1.0	1.0
GOTERM_BP_DIRECT	GO:0045087~innate immune response	5	4.0650406504065035	0.056894164905624094	C4A, TRIM5, DEFB25, SERINC3, TLR2	98	261	17535	3.4277504105090313	0.9999999999987575	1.0	1.0
GOTERM_BP_DIRECT	GO:0002218~activation of innate immune response	2	1.6260162601626018	0.05921073357598496	TBK1, TRIM5	98	11	17535	32.53246753246753	0.999999999999607	1.0	1.0
GOTERM_BP_DIRECT	GO:0071712~ER-associated misfolded protein catabolic process	2	1.6260162601626018	0.05921073357598496	SDF2L1, DERL1	98	11	17535	32.53246753246753	0.999999999999607	1.0	1.0
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	39	31.70731707317073	0.060181563449090925	SMOK2A, C2CD5, PDXK, HSP90AB1, UBE3C, CTBP1, ACTL7B, CCNDBP1, BZW1, LDHC, ORC5, TBK1, TRIM5, EPB41L1, UBC, KRT25, NUP62, TRIM24, DZIP1L, DCAF12, EIF5B, GSTM2, ZHX3, EXOC8, VBP1, LANCL1, DNAJB13, IQCG, ASRGL1, HAX1, TNIP2, RASA2, NAA35, UBAP2, RP9, NUCB2, BLVRA, TLR2, RABL6	108	5227	18520	1.2794677210211935	0.9998909910448794	1.0	1.0
GOTERM_CC_DIRECT	GO:0005913~cell-cell adherens junction	5	4.0650406504065035	0.06331747478251662	PPFIBP1, HSP90AB1, EXOC3, UBAP2, BZW1	108	259	18520	3.31045331045331	0.9999333062005015	1.0	1.0
GOTERM_CC_DIRECT	GO:0031514~motile cilium	3	2.4390243902439024	0.06353050218431987	LDHC, DNAJB13, IQCG	108	71	18520	7.245696400625977	0.9999354992831918	1.0	1.0
INTERPRO	IPR016159:Cullin repeat-like-containing domain	2	1.6260162601626018	0.06835381296843115	EXOC8, CUL2	115	12	19384	28.092753623188408	0.9999999994039218	1.0	1.0
GOTERM_BP_DIRECT	GO:0007288~sperm axoneme assembly	2	1.6260162601626018	0.07474785616001016	CEP131, IQCG	98	14	17535	25.56122448979592	0.9999999999999999	1.0	1.0
KEGG_PATHWAY	rno00564:Glycerophospholipid metabolism	3	2.4390243902439024	0.0822809286619927	AGPAT5, PLA2G2C, AGPAT3	40	95	7749	6.1176315789473685	0.999758539315991	1.0	1.0
KEGG_PATHWAY	rno04620:Toll-like receptor signaling pathway	3	2.4390243902439024	0.08527155019231221	TBK1, IFNAR1, TLR2	40	97	7749	5.991494845360824	0.9998240691064336	1.0	1.0
GOTERM_MF_DIRECT	GO:0043295~glutathione binding	2	1.6260162601626018	0.08993552046954978	GSTM2, LANCL1	93	17	16650	21.062618595825427	0.9999999755981653	1.0	1.0
GOTERM_MF_DIRECT	GO:0005487~nucleocytoplasmic transporter activity	2	1.6260162601626018	0.0949692445196618	NUP62, NUP58	93	18	16650	19.89247311827957	0.9999999913027717	1.0	1.0
SMART	SM00563:PlsC	2	1.6260162601626018	0.0971967838980508	AGPAT5, AGPAT3	59	17	9680	19.30209371884347	0.9995782302663823	1.0	1.0
